tp,fp,fn,tn,tpr,fpr,accuracy,precision,f1,avg_time,total_samples,meets_competition_req,DF_ENSEMBLE_THRESHOLD,DF_MALCONV_THRESH,DF_MALCONV_VOTE_WEIGHT,DF_LIGHTGBM_THRESH,DF_LIGHTGBM_VOTE_WEIGHT,DF_LIGHTGBM800K_THRESH,DF_LIGHTGBM800K_VOTE_WEIGHT,DF_STRINGCNN_THRESH,DF_STRINGCNN_VOTE_WEIGHT
65,0,45,62,0.5909090909090909,0.0,0.7383720930232558,1.0,0.7428571428571429,5.161789081817449,172,False,0.9,0.7,1.5,0.95,0.75,0.87,0.7,0.65,0.7
